feature,mention_count,avg_sentiment
you,2,0.0
more than 2 week,1,0.0
my two car,1,0.0
the supplier,1,0.0
communication,1,0.0
fast shipping,1,0.0
the price,1,0.0
the quality,1,0.0
great item,1,0.0
good one,1,0.0
a star,1,0.0
the shine,1,0.0
the dashboard,1,0.0
a clean and polished look,1,0.0
your car dashboard and door area,1,0.0
its a treat,1,0.0
amazing product,1,0.0
"work well, good condition",1,0.0
money,1,0.0
value,1,0.0
nice quality,1,0.0
this,1,0.0
thank,1,0.0
