feature,mention_count,avg_sentiment
nice product,1,0.0
vere,1,0.0
you,1,0.0
good tyre polish,1,0.0
very affordable price,1,0.0
my bike tyre,1,0.0
long last glossy shine,1,0.0
tyre,1,0.0
