feature,mention_count,avg_sentiment
product,2,0.0
slight smell,1,0.0
application,1,0.0
the appearance,1,0.0
the vehicle,1,0.0
instant shine,1,0.0
bike,1,0.0
car,1,0.0
awesome polish liquid,1,0.0
money,1,0.0
quality product,1,0.0
money.best,1,0.0
all job,1,0.0
nice polish,1,0.0
one product,1,0.0
tyre wall,1,0.0
the car,1,0.0
all plastic material,1,0.0
the shine,1,0.0
nice packaging,1,0.0
a fiber cloth,1,0.0
dust,1,0.0
nice gloosy finish,1,0.0
bajaj pulsar,1,0.0
effectiveness,1,0.0
