feature,mention_count,avg_sentiment
this product,2,0.0
money,2,0.0
bike,1,0.0
this price,1,0.0
a tyre new shine,1,0.0
nice product,1,0.0
low price,1,0.0
shine,1,0.0
tyer,1,0.0
the manufacturer,1,0.0
what,1,0.0
good product,1,0.0
great value,1,0.0
both car,1,0.0
"a smooth, non-greasy shine",1,0.0
my dashboard,1,0.0
application,1,0.0
the foam applicator pad,1,0.0
day,1,0.0
that,1,0.0
"a deep, glossy finish",1,0.0
my car tyre,1,0.0
polish,1,0.0
the sheeba tyre,1,0.0
this,1,0.0
