feature,mention_count,avg_sentiment
you,18,0.0
the wax,5,0.0
they,4,0.0
that,4,0.0
product,3,0.0
formula,3,0.0
my car,3,0.0
water,3,0.0
these,2,0.0
this wax,2,0.0
money,2,0.0
petroleum extract,2,0.0
wax,2,0.0
this,2,0.0
a lot,2,0.0
which,2,0.0
its,2,0.0
good wax,2,0.0
the car,2,0.0
the only catch,1,0.0
dust,1,0.0
a duster,1,0.0
2-3 week,1,0.0
some confussion,1,0.0
people,1,0.0
