feature,mention_count,avg_sentiment
this wax,8,0.0
the paint,3,0.0
the car,3,0.0
the shine,2,0.0
the slickness,2,0.0
the day,2,0.0
lot,2,0.0
the wax,2,0.0
this product,2,0.0
which,2,0.0
no applicator,1,0.0
confuse,1,0.0
the wax residue,1,0.0
good micro cloth,1,0.0
20 -30 min,1,0.0
this.3,1,0.0
good applicator,1,0.0
mind,1,0.0
inside2,1,0.0
a thin film,1,0.0
the glass,1,0.0
buying.1.don’t use,1,0.0
normal wax,1,0.0
its,1,0.0
this high margin wax,1,0.0
