feature,mention_count,avg_sentiment
you,17,0.0
this,4,0.0
the product,3,0.0
that,2,0.0
the result,2,0.0
the shine,2,0.0
the applicator pad,2,0.0
which,2,0.0
scratch,2,0.0
week,2,0.0
this product,2,0.0
swirl mark,2,0.0
their,1,0.0
time,1,0.0
evening,1,0.0
excellent result,1,0.0
april,1,0.0
wax,1,0.0
very good product,1,0.0
black car,1,0.0
shine,1,0.0
product,1,0.0
carnauba wax,1,0.0
6 litre,1,0.0
very good workout,1,0.0
