keyword,occurrence,raw_total_score,normalized_total,effectiveness
269,1,0.22071356783331292,0.057435587834730906,0.43886254346985953
220 00,1,0.21524880100025257,0.056013508990563045,0.4382937119321924
869,1,0.21068849616618707,0.05482679540778989,0.43781902649908316
869 00,1,0.21068849616618707,0.05482679540778989,0.43781902649908316
leather,1,0.2026518240899438,0.05273543786477467,0.43698248348187707
270 00,1,0.18181818181818182,0.047313965581200164,0.43481389456844727
270,1,0.18181818181818182,0.047313965581200164,0.43481389456844727
249 00,1,0.18066061909790335,0.047012736726320815,0.4346934030264955
turtle,1,0.18066061909790335,0.047012736726320815,0.4346934030264955
249,1,0.18066061909790335,0.047012736726320815,0.4346934030264955
428,1,0.1738582763399234,0.04524258476514657,0.4339853422420258
428 00,1,0.1738582763399234,0.04524258476514657,0.4339853422420258
groommm,1,0.170833363597183,0.044455421369467736,0.43367047688375426
carnauba,1,0.1681507306122222,0.043757328343521876,0.43339123967337595
425 00,1,0.16110648406231642,0.041924226530079364,0.43265799894799895
425,1,0.16110648406231642,0.041924226530079364,0.43265799894799895
239 00,1,0.15622669317698865,0.04065437411112418,0.43215005798041684
239,1,0.15622669317698865,0.04065437411112418,0.43215005798041684
turtle wax,1,0.15055051591491947,0.03917728060526735,0.4315592205780741
waxpol,1,0.14734189373675147,0.03834231108911231,0.4312252327716121
gel,1,0.14714237855554194,0.0382903918898206,0.4312044650918954
cream,1,0.14488189694993617,0.03770215397095548,0.43096916992434936
685 00,1,0.14412919766761903,0.03750628143730447,0.430890820910889
685,1,0.14412919766761903,0.03750628143730447,0.430890820910889
conditioner,1,0.14185627686296065,0.03691480650534227,0.43065423093810407
leather conditioner,1,0.14185627686296065,0.03691480650534227,0.43065423093810407
deep,1,0.1404589974441247,0.03655119693852659,0.4305087871113778
00 550,1,0.13483997249264842,0.03508897599617929,0.4299238987344389
653,1,0.13261490211076057,0.03450995302712515,0.42969228954681726
653 00,1,0.13261490211076057,0.03450995302712515,0.42969228954681726
337 00,1,0.13255016454180116,0.03449310657602259,0.42968555096637623
337,1,0.13255016454180116,0.03449310657602259,0.42968555096637623
liquid,1,0.13018891098082386,0.03387864509260348,0.42943976637300857
uv protection,1,0.13018891098082386,0.03387864509260348,0.42943976637300857
160,1,0.12898007411770432,0.03356407333106139,0.42931393766839177
00 152,1,0.12898007411770432,0.03356407333106139,0.42931393766839177
169,1,0.1285058810634358,0.03344067558489462,0.42926457856992506
00 150,1,0.1285058810634358,0.03344067558489462,0.42926457856992506
groommm tyre,1,0.12202383114084502,0.03175387240676267,0.42858985729867227
452,1,0.12159109445396628,0.031641262718864804,0.4285448134235131
452 00,1,0.12159109445396628,0.031641262718864804,0.4285448134235131
conditioner protectant,1,0.12159109445396628,0.031641262718864804,0.4285448134235131
protectant,1,0.12159109445396628,0.031641262718864804,0.4285448134235131
wavex dashboard,1,0.12159109445396628,0.031641262718864804,0.4285448134235131
tyres fading,1,0.12121212121212122,0.03154264372080011,0.4285053658242872
tyre spray,1,0.12121212121212122,0.03154264372080011,0.4285053658242872
graphene,1,0.12044041273193556,0.031341824484213875,0.4284250381296527
ceramic,1,0.12044041273193556,0.031341824484213875,0.4284250381296527
carnauba wax,1,0.12010766472301584,0.031255234531087056,0.428390402148402
cream wax,1,0.11590551755994895,0.030161723176764386,0.42795299760667294
wipe,1,0.1105064203025636,0.028756733316834232,0.4273910016627009
silky,1,0.1105064203025636,0.028756733316834232,0.4273910016627009
460,1,0.1105064203025636,0.028756733316834232,0.4273910016627009
00 285,1,0.1105064203025636,0.028756733316834232,0.4273910016627009
provides,1,0.11035678391665646,0.028717793917365453,0.4273754259029134
money,1,0.11035678391665646,0.028717793917365453,0.4273754259029134
achieve,1,0.11035678391665646,0.028717793917365453,0.4273754259029134
00 269,1,0.11035678391665646,0.028717793917365453,0.4273754259029134
extra,1,0.10762440050012628,0.028006754495281522,0.4270910101340798
232,1,0.10762440050012628,0.028006754495281522,0.4270910101340798
00 220,1,0.10762440050012628,0.028006754495281522,0.4270910101340798
scooter,1,0.10762440050012628,0.028006754495281522,0.4270910101340798
00 869,1,0.10534424808309353,0.027413397703894945,0.4268536674175252
499,1,0.10534424808309353,0.027413397703894945,0.4268536674175252
dirt,1,0.10534424808309353,0.027413397703894945,0.4268536674175252
liquid wax,1,0.1041511287846591,0.027102916074082783,0.4267294747656003
dashboard leather,1,0.1013259120449719,0.026367718932387336,0.4264353959089221
cracks,1,0.09761906491267601,0.025403097925410137,0.4260495475061312
wax polish,1,0.09608613177841267,0.025004187624869643,0.42588998338591505
offers,1,0.09608613177841267,0.025004187624869643,0.42588998338591505
tyre dresser,1,0.09090909090909091,0.023656982790600082,0.4253511014522072
324,1,0.09090909090909091,0.023656982790600082,0.4253511014522072
00 270,1,0.09090909090909091,0.023656982790600082,0.4253511014522072
wax hybrid,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
paste,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
product car,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
solutions,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
hybrid solutions,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
ceramic graphene,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
00 249,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
999,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
hybrid,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
applied,1,0.09033030954895167,0.023506368363160408,0.4252908556812314
natural,1,0.08989331499509895,0.02339265066411953,0.425245368601615
formula cleans,1,0.08989331499509895,0.02339265066411953,0.425245368601615
cleans shines,1,0.08989331499509895,0.02339265066411953,0.425245368601615
shines protects,1,0.08989331499509895,0.02339265066411953,0.425245368601615
shines,1,0.08989331499509895,0.02339265066411953,0.425245368601615
stars,1,0.08989331499509895,0.02339265066411953,0.425245368601615
00 428,1,0.0869291381699617,0.022621292382573287,0.4249368252889965
900,1,0.0869291381699617,0.022621292382573287,0.4249368252889965
road,1,0.0869291381699617,0.022621292382573287,0.4249368252889965
ageing,1,0.08598671607846956,0.022376048887374267,0.42483872789091687
clean tyres,1,0.08598671607846956,0.022376048887374267,0.42483872789091687
premature,1,0.08598671607846956,0.022376048887374267,0.42483872789091687
premature ageing,1,0.08598671607846956,0.022376048887374267,0.42483872789091687
sheeba tyre,1,0.08598671607846956,0.022376048887374267,0.42483872789091687
tyre shine,1,0.08598671607846956,0.022376048887374267,0.42483872789091687
plastic vinyl,1,0.08567058737562387,0.02229378372326308,0.42480582182527243
vinyl,1,0.08567058737562387,0.02229378372326308,0.42480582182527243
lasting shine,1,0.08567058737562387,0.02229378372326308,0.42480582182527243
vinyl surfaces,1,0.08567058737562387,0.02229378372326308,0.42480582182527243
material plastic,1,0.08567058737562387,0.02229378372326308,0.42480582182527243
uv rays,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
dashboard dresser,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
00 425,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
rays,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
restores gloss,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
500,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
rays fading,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
820,1,0.08055324203115821,0.020962113265039682,0.42427315364198304
restore,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
protect,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
premium liquid,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
paint gloss,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
00 239,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
520,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
clear coats,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
oxidation,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
premium,1,0.07811334658849432,0.02032718705556209,0.42401918315819204
silky smooth,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
smooth,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
300,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
industries,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
instant shine,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
minutes,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
polishing,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
coats apply,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
spray polish,1,0.07367094686837573,0.019171155544556156,0.42355677055378965
ultimate,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
auto,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
tyre gel,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
tire,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
time,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
spa,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
shiny,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
auto spa,1,0.07357118927777097,0.0191451959449103,0.4235463867139313
799,1,0.073214298684507,0.0190523234440576,0.4235092377135902
00 349,1,0.073214298684507,0.0190523234440576,0.4235092377135902
cloth,1,0.073214298684507,0.0190523234440576,0.4235092377135902
cracks fading,1,0.073214298684507,0.0190523234440576,0.4235092377135902
fading dullness,1,0.073214298684507,0.0190523234440576,0.4235092377135902
microfiber cloth,1,0.073214298684507,0.0190523234440576,0.4235092377135902
prevents cracks,1,0.073214298684507,0.0190523234440576,0.4235092377135902
00 685,1,0.07206459883380952,0.018753140718652236,0.4233895646234281
wax car,1,0.07206459883380952,0.018753140718652236,0.4233895646234281
168,1,0.07206459883380952,0.018753140718652236,0.4233895646234281
bank,1,0.07206459883380952,0.018753140718652236,0.4233895646234281
wavex carnauba,1,0.07206459883380952,0.018753140718652236,0.4233895646234281
material rubber,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
highly,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
gives extra,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
gives,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
recommend,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
fine,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
extra bright,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
easy application,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
buff,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
bright shine,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
bright,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
better,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
24,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
purpose,1,0.07174960033341753,0.018671169663521017,0.4233567762013756
lasting protection,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
look premium,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
instantly,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
experience,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
instantly restores,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
buy,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
deep glossy,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
dirt fading,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
dresser instantly,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
elevate,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
elevate vehicle,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
dullness dirt,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
experience showroom,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
fading experience,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
finish providing,1,0.07022949872206236,0.018275598469263295,0.4231985477236725
00 653,1,0.06630745105538029,0.017254976513562576,0.4227902989413922
00 337,1,0.06627508227090058,0.017246553288011297,0.4227869296511717
531,1,0.06627508227090058,0.017246553288011297,0.4227869296511717
fragrance,1,0.06079554722698314,0.015820631359432402,0.42221656087974013
692,1,0.06079554722698314,0.015820631359432402,0.42221656087974013
00 452,1,0.06079554722698314,0.015820631359432402,0.42221656087974013
protectant car,1,0.06079554722698314,0.015820631359432402,0.42221656087974013
polish leather,1,0.06079554722698314,0.015820631359432402,0.42221656087974013
designed,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
attract,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
attract dust,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
helps,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
designed rich,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
formulation helps,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
dry,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
fading cracking,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
fading prevention,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
does,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
dresser formulation,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
foam spread,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
formula makes,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
glossy look,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
glossy tyres,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
greasy tyre,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
helps prevent,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
dresser dry,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
does attract,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
dresser tyre,1,0.06060606060606061,0.015771321860400055,0.42219683708012723
best results,1,0.06022020636596778,0.015670912242106937,0.42215667323281
applied turtle,1,0.06022020636596778,0.015670912242106937,0.42215667323281
best,1,0.06022020636596778,0.015670912242106937,0.42215667323281
durability,1,0.06022020636596778,0.015670912242106937,0.42215667323281
paste wax,1,0.06022020636596778,0.015670912242106937,0.42215667323281
pending,1,0.06022020636596778,0.015670912242106937,0.42215667323281
patent pending,1,0.06022020636596778,0.015670912242106937,0.42215667323281
patent,1,0.06022020636596778,0.015670912242106937,0.42215667323281
look like,1,0.06022020636596778,0.015670912242106937,0.42215667323281
like new,1,0.06022020636596778,0.015670912242106937,0.42215667323281
formula safe,1,0.057952758779974474,0.015080861588382193,0.4219206529713201
gloss car,1,0.057952758779974474,0.015080861588382193,0.4219206529713201
grime,1,0.057952758779974474,0.015080861588382193,0.4219206529713201
grime safe,1,0.057952758779974474,0.015080861588382193,0.4219206529713201
india,1,0.057952758779974474,0.015080861588382193,0.4219206529713201
india limited,1,0.057952758779974474,0.015080861588382193,0.4219206529713201
dresser spray,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
easy diy,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
door panels,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
door,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
diy formulation,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
dashboards door,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
dashboards,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
car plastic,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
car dashboards,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
brand 3m,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
3m car,1,0.05370216135410547,0.013974742176693122,0.4214782052066444
effectiveness,1,0.05207556439232955,0.013551458037041391,0.4213088915507837
500ml car,1,0.048809532456338005,0.012701548962705068,0.42096892792104923
black glossy,1,0.048809532456338005,0.012701548962705068,0.42096892792104923
glossy shine,1,0.048809532456338005,0.012701548962705068,0.42096892792104923
glaze,1,0.048809532456338005,0.012701548962705068,0.42096892792104923
car enhances,1,0.048809532456338005,0.012701548962705068,0.42096892792104923
high shine,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
emi,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
inr,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
credit card,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
details,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
chrome,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
good,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
headlights,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
headlights chrome,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
carnauba car,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
chrome components,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
card,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
bank credit,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
items,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
credit,1,0.048043065889206336,0.012502093812434821,0.4208891458609411
222,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
12 40cm,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
12,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
00 899,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
00 customers,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
222 gsm,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
30cm,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
30cm ultra,1,0.044946657497549475,0.011696325332059766,0.4205668384687911
00 160,1,0.04299335803923478,0.011188024443687133,0.420363518113442
